eventid,iyear,imonth,iday,country,country_txt,provstate,city,latitude,longitude,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,corp1,target1,gname,motive,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,ishostkid,nhostkid,hostkidoutcome,hostkidoutcome_txt,nreleased,related
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503090040, 201503090041, 201503090042, 201503090043, 201503090044, 201503090045, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503090041, 201503090040, 201503090042, 201503090043, 201503090044, 201503090045, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503090042, 201503090040, 201503090041, 201503090043, 201503090044, 201503090045, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503090043, 201503090040, 201503090041, 201503090042, 201503090044, 201503090045, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503090044, 201503090040, 201503090041, 201503090042, 201503090043, 201503090045, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098686,37.818877,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503090045, 201503090040, 201503090041, 201503090042, 201503090043, 201503090044, 201503090046"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Shyrokyne,47.098238,37.810954,"03/09/2015: Assailants fired projectiles and opened fire on Armed Forces of Ukraine soldiers near Shyrokyne, Donetsk oblast, Ukraine. This was one of seven attacks on soldiers near Shyrokyne on this date. Four soldiers were injured across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","A tank, mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503090046, 201503090040, 201503090041, 201503090042, 201503090043, 201503090044, 201503090045"
2.02E+11,2015,3,9,214,Ukraine,Donetsk,Vodyane,48.095521,37.671539,"03/09/2015: Assailants fired projectiles at Ukrainian soldiers near Vodyane town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,1,0,3,Bombing/Explosion,4,Military,Ukrainian Army,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Artillery was used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,9,603,United Kingdom,Northern Ireland,Belfast,54.646068,-5.917878,"03/09/2015: An explosive device was discovered and defused in Belfast city, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,House,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,9,214,Ukraine,Luhansk,Donetskyi,48.706499,38.60551,"03/09/2015: Assailants detonated explosives targeting a railway track between the towns of Orikhove and Donetskyi, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,19,Transportation,Unknown,Railway Tracks,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.02E+11,2015,3,9,603,United Kingdom,Northern Ireland,Belfast,54.596954,-5.930498,"03/09/2015: Assailants took a security guard hostage and set fire to two earth movers at a construction site in Belfast city, Northern Ireland, United Kingdom. The hostage was unharmed and there were no other reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to Dissident Republicans.",0,1,0,5,Hostage Taking (Barricade Incident),1,Business,Unknown,Earth Movers,Dissident Republicans,,8,Incendiary,18,Arson/Fire,,0,0,0,0,1,1,2,Hostage(s) released by perpetrators,1,
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Pisky,48.066063,37.670346,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation soldiers in Pisky town, Donetsk oblast, Ukraine. This was one of five attacks on soldiers in the town on this day. There were no reported casualties across the attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and 120-mm mortars were used in the attack.,0,0,0,0,0,,,,,"201503100051, 201503100052, 201503100053, 201503100054, 201503100055"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Pisky town, Donetsk oblast, Ukraine. This was one of five attacks on soldiers in the town on this day. There were no reported casualties across the attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and 120-mm mortars were used in the attack.,0,0,0,0,0,,,,,"201503100052, 201503100051, 201503100053, 201503100054, 201503100055"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Pisky town, Donetsk oblast, Ukraine. This was one of five attacks on soldiers in the town on this day. There were no reported casualties across the attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and 120-mm mortars were used in the attack.,0,0,0,0,0,,,,,"201503100053, 201503100051, 201503100052, 201503100054, 201503100055"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Pisky town, Donetsk oblast, Ukraine. This was one of five attacks on soldiers in the town on this day. There were no reported casualties across the attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and 120-mm mortars were used in the attack.,0,0,0,0,0,,,,,"201503100054, 201503100051, 201503100052, 201503100053, 201503100055"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Pisky town, Donetsk oblast, Ukraine. This was one of five attacks on soldiers in the town on this day. There were no reported casualties across the attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and 120-mm mortars were used in the attack.,0,0,0,0,0,,,,,"201503100055, 201503100051, 201503100052, 201503100053, 201503100054"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Opytne,48.557012,38.018792,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Opytne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This was one of two attacks on soldiers in the town on this day. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers were used in the attack.,0,0,0,0,0,,,,,"201503100056, 201503100057"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Opytne,48.557012,38.018792,"03/10/2015: Assailants fired projectiles at Armed Forces of Ukraine Anti-Terrorist Operation forces in Opytne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. This was one of two attacks on soldiers in the town on this day. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers were used in the attack.,0,0,0,0,0,,,,,"201503100057, 201503100056"
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Chermalyk,47.315,37.806111,"03/10/2015: Assailants opened fire on Ukrainian soldiers near Chermalyk town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,0,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,5,Firearms,5,Unknown Gun Type,Small arms were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/10/2015: Assailants opened fire on Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,0,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,5,Firearms,5,Unknown Gun Type,Small arms were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,214,Ukraine,Luhansk,Sokilnyky,48.746111,38.868611,"03/10/2015: Assailants opened fire on Ukrainian soldiers near Sokilnyky town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",0,0,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Luhansk People's Republic,,5,Firearms,5,Unknown Gun Type,Small arms were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Avdiivka,48.145278,37.745,"03/10/2015: Assailants fired projectiles at soldiers in Avdiivka, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and mortars were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Chermalyk,47.315,37.806111,"03/10/2015: Assailants opened fire on Ukrainian soldiers near Chermalyk town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,0,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,5,Firearms,5,Unknown Gun Type,Small arms were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/10/2015: Assailants opened fire on Ukrainian soldiers near Shyrokyne town, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",0,0,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Donetsk People's Republic,,5,Firearms,5,Unknown Gun Type,Small arms were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,10,603,United Kingdom,Northern Ireland,Carryduff,54.516462,-5.889722,"03/10/2015: An explosive device was discovered and defused in Carryduff town, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,House,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,12,214,Ukraine,Odessa,Odessa,46.43687,30.736206,"03/12/2015: An explosive device detonated targeting the Self Reliance political party office in Admiralsky neighborhood, Odessa city, Odessa oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, authorities arrested three Pro-Russia Militia members in connection with the attack.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Self Reliance,Party Office,Pro-Russia Militia,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.02E+11,2015,3,12,214,Ukraine,Luhansk,Lysychansk,48.916667,38.4,"03/12/2015: An explosive device was discovered and defused in Lysychansk, Luhansk oblast, Ukraine. No group claimed responsibility for the incident; however, authorities attributed the incident to the Prizrak Battalion of the Luhansk People's Republic.",0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Luhansk People's Republic,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.02E+11,2015,3,12,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/12/2015: Assailants attacked Ukrainian soldiers with firearms, grenade launchers, and mortars near Shyrokyne, Donetsk oblast, Ukraine. This was one of three related attacks near Shryokyne on this date. Four soldiers were wounded across the three attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",0,0,2,0,0,,,,,"201503120048, 201503120049, 201503120050"
2.02E+11,2015,3,12,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/12/2015: Assailants attacked Ukrainian soldiers with firearms, grenade launchers, and mortars near Shyrokyne, Donetsk oblast, Ukraine. This was one of three related attacks near Shryokyne on this date. Four soldiers were wounded across the three attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503120049, 201503120048, 201503120050"
2.02E+11,2015,3,12,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/12/2015: Assailants attacked Ukrainian soldiers with firearms, grenade launchers, and mortars near Shyrokyne, Donetsk oblast, Ukraine. This was one of three related attacks near Shryokyne on this date. Four soldiers were wounded across the three attacks. No group claimed responsibility; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",0,0,1,0,0,,,,,"201503120050, 201503120048, 201503120049"
2.02E+11,2015,3,15,214,Ukraine,Unknown,Unknown,,,"03/15/2015: An explosive device detonated targeting a Ukrainian Army reconnaissance volunteer in the Donbass region, Ukraine. The volunteer was killed in the attack. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,4,Military,Ukrainian Army,Reconnaissance Volunteer,Unknown,,6,Explosives/Bombs/Dynamite,8,Land Mine,,1,0,0,0,0,,,,,
2.02E+11,2015,3,15,214,Ukraine,Donetsk,Avdiivka,48.145278,37.745,"03/15/2015: Assailants fired an air defense launcher at an Armed Forces of Ukraine observation post near Avdiivka area, Donetsk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident",0,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Observation Post,Unknown,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",An air defense launcher was used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,15,214,Ukraine,Donetsk,Opytne,48.554167,38.016944,"03/15/2015: Assailants fired projectiles at Armed Forces of Ukraine soldiers in Opytne town, Donetsk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Anti-Terrorist Operation Forces,Unknown,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,0,0,0,0,0,,,,,
2.02E+11,2015,3,15,214,Ukraine,Luhansk,Sokilnyky,48.746111,38.868611,"03/15/2015: Assailants attacked Ukrainian troops near Sokilnyky town, Luhansk oblast, Ukraine. This was one of thee related incidents on Sokilnyky on the same night. At least one person was killed across the three attacks. No group claimed responsibility; however, sources attributed the incidents to the Luhansk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503150041, 201503150046, 201503150047"
2.02E+11,2015,3,15,214,Ukraine,Luhansk,Troitske,48.526529,38.373668,"03/15/2015: Assailants fired mortars at Ukrainian soldiers near Troitske town, Donetsk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident; however, authorities attributed the incident to the Luhansk People's Republic.",0,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Mortars were used in the attack.,0,0,0,0,0,,,,,
2.02E+11,2015,3,15,214,Ukraine,Luhansk,Sokilnyky,48.746111,38.868611,"03/15/2015: Assailants attacked Ukrainian troops near Sokilnyky town, Luhansk oblast, Ukraine. This was one of thee related incidents on Sokilnyky on the same night. At least one person was killed across the three attacks. No group claimed responsibility; however, sources attributed the incidents to the Luhansk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",1,0,0,0,0,,,,,"201503150046, 201503150041, 201503150047"
2.02E+11,2015,3,15,214,Ukraine,Luhansk,Sokilnyky,48.746111,38.868611,"03/15/2015: Assailants attacked Ukrainian troops near Sokilnyky town, Luhansk oblast, Ukraine. This was one of thee related incidents on Sokilnyky on the same night. At least one person was killed across the three attacks. No group claimed responsibility; however, sources attributed the incidents to the Luhansk People's Republic.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Luhansk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Grenade launchers, mortars, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503150047, 201503150041, 201503150046"
2.02E+11,2015,3,15,603,United Kingdom,Northern Ireland,Ballymoney,55.07261,-6.519392,"03/15/2015: Assailants attacked a civilian with baseball bats in Ballymoney area, Northern Ireland, United Kingdom. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to loyalists.",0,1,0,8,Unarmed Assault,14,Private Citizens & Property,Not Applicable,Civilian,Loyalists,,9,Melee,21,Blunt Object,Baseball bats were used in the attack.,0,0,1,0,0,,,,,
2.02E+11,2015,3,15,167,Russia,Dagestan,Karabudakhkent district,42.707062,47.563684,"03/00/2015: Assailants attacked the Karabudakhkent district deputy police chief in Dagestan republic, Russia. The deputy police chief survived the attack. No group claimed responsibility for the incident; however, sources attributed the attack to members of the Makhachkala gang.",0,0,0,1,Assassination,3,Police,Russian Police,Deputy District Chief,Makhachkala Gang,,13,Unknown,,,,0,0,0,0,0,,,,,
2.02E+11,2015,3,16,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/16/2015: Assailants attacked Ukrainian Army soldiers with mortars, firearms, and grenade launchers near Shyrokyne town, Donetsk oblast, Ukraine. This incident represents one of three attacks on soldiers near the town on the same day. No casualties were reported. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Ukrainian Army,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503160058, 201503160059, 201503160060"
2.02E+11,2015,3,16,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/16/2015: Assailants attacked Ukrainian Army soldiers with mortars, firearms, and grenade launchers near Shyrokyne town, Donetsk oblast, Ukraine. This incident represents one of three attacks on soldiers near the town on the same day. No casualties were reported. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Ukrainian Army,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503160059, 201503160058, 201503160060"
2.02E+11,2015,3,16,214,Ukraine,Donetsk,Shyrokyne,47.098056,37.810278,"03/16/2015: Assailants attacked Ukrainian Army soldiers with mortars, firearms, and grenade launchers near Shyrokyne town, Donetsk oblast, Ukraine. This incident represents one of three attacks on soldiers near the town on the same day. No casualties were reported. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Donetsk People's Republic.",1,1,0,2,Armed Assault,4,Military,Ukrainian Army,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)","Mortars, grenade launchers, and small arms were used in the attack.",0,0,0,0,0,,,,,"201503160060, 201503160058, 201503160059"
2.02E+11,2015,3,16,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/16/2015: Assailants attacked Armed Forces of Ukraine soldiers with firearms and grenade launchers in Pisky town, Donetsk oblast, Ukraine. This incident represents one of two attacks on Ukrainian soldiers in the town on the same day. No casualties were reported. No group claimed responsibility for the incidents.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and small arms were used in the attack.,0,0,0,0,0,,,,,"201503160061, 201503160062"
2.02E+11,2015,3,16,214,Ukraine,Donetsk,Pisky,48.062222,37.675,"03/16/2015: Assailants attacked Armed Forces of Ukraine soldiers with firearms and grenade launchers in Pisky town, Donetsk oblast, Ukraine. This incident represents one of two attacks on Ukrainian soldiers in the town on the same day. No casualties were reported. No group claimed responsibility for the incidents.",1,1,0,2,Armed Assault,4,Military,Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",Grenade launchers and small arms were used in the attack.,0,0,0,0,0,,,,,"201503160062, 201503160061"
2.02E+11,2015,3,17,214,Ukraine,Luhansk,Donetskyi,48.70685,38.606509,"03/17/2015: Explosive devices detonated targeting a railway track between Orikhove and Donetskyi towns, Luhansk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,19,Transportation,Unknown,Railway Bridge,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.02E+11,2015,3,17,214,Ukraine,Unknown,Unknown,,,"03/17/2015: An explosive device detonated targeting an Armed Forces of Ukraine vehicle in eastern Ukraine. The attack resulted in an unknown number of casualties. No group claimed responsibility for the incident; however, sources attributed the attack to a pro-Russia militia.",0,1,0,3,Bombing/Explosion,4,Military,Armed Forces of Ukraine,Vehicle,Pro-Russia Militia,,6,Explosives/Bombs/Dynamite,8,Land Mine,,,0,,0,0,,,,,
